renda;amostra 1;amostra 2;amostra 3;amostra 4;amostra 5;amostra 6;amostra 7;amostra 8;amostra 9;amostra 10;amostra 11;amostra 12;amostra 13;amostra 14;amostra 15;amostra 16;amostra 17;amostra 18;amostra 19;amostra 20;amostra 21;amostra 22;amostra 23;amostra 24;amostra 25;amostra 26;amostra 27;amostra 28;amostra 29;amostra 30;amostra 31;amostra 32;amostra 33;amostra 34;amostra 35;amostra 36;amostra 37;amostra 38;amostra 39;amostra 40;amostra 41;amostra 42;amostra 43;amostra 44;amostra 45;amostra 46;amostra 47;amostra 48;amostra 49;amostra 50;amostra 51;amostra 52;amostra 53;amostra 54;amostra 55;amostra 56;amostra 57;amostra 58;amostra 59;amostra 60;amostra 61;amostra 62;amostra 63;amostra 64;amostra 65;amostra 66;amostra 67;amostra 68;amostra 69;amostra 70;amostra 71;amostra 72;amostra 73;amostra 74;amostra 75;amostra 76;amostra 77;amostra 78;amostra 79;amostra 80;amostra 81;amostra 82;amostra 83;amostra 84;amostra 85;amostra 86;amostra 87;amostra 88;amostra 89;amostra 90;amostra 91;amostra 92;amostra 93;amostra 94;amostra 95;amostra 96;amostra 97;amostra 98;amostra 99;amostra 100
8887;6246.487314;6225.685925;6249.699102;6207.418261;6189.447383;6233.415132;6224.894707;6144.98574;6193.316933;6147.999557;6188.5494;6188.538024;6223.22558;6212.275261;6265.04388;6236.800444;6241.627457;6236.045525;6174.732324;6182.731407;6234.356374;6213.823045;6178.909295;6198.096757;6185.519182;6248.245902;6186.987661;6200.036513;6210.795314;6231.930242;6185.397631;6201.649756;6218.069697;6281.93037;6223.870273;6252.92106;6241.987029;6224.496246;6244.2641;6160.226192;6206.901155;6203.28307;6206.170593;6239.626102;6283.362577;6219.893205;6193.969064;6277.409959;6238.20642;6246.294424;6273.203609;6226.425778;6153.031887;6227.443233;6253.177787;6215.670696;6271.685908;6236.203092;6222.975041;6203.161601;6233.624375;6174.881002;6243.571908;6167.870073;6204.547239;6225.796217;6220.678387;6233.091852;6207.473196;6225.811486;6230.028312;6261.405529;6205.283134;6211.778616;6221.833791;6275.486487;6184.68818;6223.255077;6224.628856;6238.859879;6185.39655;6203.892541;6255.405471;6221.661401;6220.144472;6248.495751;6239.444424;6257.749214;6274.413874;6206.210116;6244.518722;6241.411177;6169.54984;6214.159403;6205.395092;6241.089755;6231.338566;6198.014114;6212.488019;6214.544328
8988;6307.923442;6271.689975;6281.524625;6288.937488;6275.492907;6320.817151;6301.326848;6289.562147;6327.747969;6324.205697;6306.347489;6287.023921;6281.408657;6308.775127;6324.307566;6271.615368;6238.190953;6213.063294;6289.036788;6288.177656;6339.832208;6301.939045;6347.481308;6324.969883;6234.3619;6287.094857;6321.285902;6295.971666;6318.941162;6352.617161;6241.275908;6281.528584;6294.299617;6335.762457;6341.967127;6290.676629;6276.004173;6276.146214;6272.429478;6319.956686;6274.80315;6281.20943;6325.353919;6267.529292;6274.130867;6264.558147;6294.502714;6319.331526;6288.801184;6325.584867;6309.868066;6320.677403;6268.882456;6309.735407;6325.811347;6289.959042;6291.156584;6305.182005;6322.033108;6249.400475;6296.617278;6221.584899;6271.68102;6291.661685;6267.186997;6305.399645;6300.604772;6306.906238;6346.106781;6289.059947;6304.632427;6326.617586;6253.647946;6340.886955;6287.151198;6236.72073;6320.935637;6214.529466;6279.556483;6270.853939;6288.487404;6231.892951;6288.390152;6302.972989;6308.359133;6320.42749;6283.573043;6255.7328;6219.394167;6270.799572;6226.095921;6277.632352;6294.652874;6262.903266;6258.222522;6274.656444;6278.93291;6272.984015;6300.491787;6303.087182
9089;6328.171959;6401.945957;6371.467536;6298.860636;6324.576551;6366.590301;6389.798839;6328.77803;6391.825963;6362.721352;6300.478175;6387.712999;6345.568026;6375.532309;6343.431626;6335.465103;6321.898332;6364.787085;6386.718369;6346.114132;6340.7458;6327.365015;6342.947208;6430.555338;6391.241446;6368.55112;6333.742669;6360.675955;6394.739918;6349.478843;6383.267866;6373.400538;6359.652249;6325.181332;6383.331491;6321.618283;6366.499138;6316.82779;6354.633025;6348.444734;6354.597043;6339.295733;6349.261227;6374.341666;6324.756409;6400.774526;6325.159549;6344.037819;6407.34795;6347.188287;6417.198225;6386.728786;6344.880266;6352.973303;6344.666056;6337.692604;6351.905019;6355.763925;6352.167206;6352.970034;6388.57747;6394.427531;6448.49332;6420.018459;6358.084102;6355.42048;6415.395722;6371.48761;6310.141707;6359.512858;6377.810041;6354.68048;6364.588459;6333.263372;6413.696263;6390.806355;6454.645733;6349.130173;6350.55158;6344.816424;6310.138338;6395.491974;6348.908029;6406.564696;6351.319293;6389.354753;6331.398795;6383.189325;6311.689093;6320.499464;6359.191576;6371.842238;6390.338311;6348.305346;6351.567612;6350.705606;6419.468594;6365.009721;6373.605091;6353.204644
9190;6444.338806;6420.473604;6363.003781;6466.341292;6463.245442;6390.198935;6424.018376;6452.241822;6430.704384;6459.592862;6407.56971;6447.954429;6444.654023;6392.015218;6438.686339;6432.740336;6416.688287;6454.193938;6436.961566;6508.318644;6467.073638;6402.526584;6451.342927;6383.582132;6448.799451;6443.328214;6441.987834;6475.802057;6394.392625;6386.209379;6377.957816;6403.225907;6419.482796;6416.417017;6441.001286;6430.27913;6370.768424;6437.619808;6416.540579;6419.807962;6490.853528;6405.892744;6440.039598;6467.436662;6471.967797;6435.999538;6421.647039;6484.591945;6410.773333;6480.791522;6464.672262;6440.517967;6408.882704;6440.092308;6468.903734;6431.789221;6448.620069;6462.088442;6406.989366;6374.772251;6436.225062;6446.662732;6433.748506;6457.047023;6414.843198;6453.525161;6417.785106;6380.32993;6406.312083;6382.081934;6463.294713;6442.692112;6425.356348;6464.595511;6428.526946;6446.700688;6450.448153;6420.839994;6466.749471;6479.247476;6441.472911;6447.080247;6433.834664;6430.686205;6442.476248;6399.812285;6390.178417;6427.374934;6467.148489;6440.729746;6401.163583;6414.829302;6398.386969;6399.303792;6468.900788;6423.010877;6432.182459;6438.588812;6395.207208;6455.235616
9291;6465.123261;6502.520589;6501.705402;6492.005552;6497.126648;6462.732537;6491.028705;6479.993099;6478.484704;6458.652064;6514.217229;6515.39766;6486.373634;6495.036789;6461.733395;6505.782085;6531.233948;6480.412557;6504.113448;6529.477996;6492.83004;6533.834154;6505.280764;6527.610919;6541.43234;6453.649727;6545.804264;6471.023773;6509.533633;6507.99628;6502.672634;6485.950069;6514.099246;6447.093495;6512.356011;6533.305012;6566.538809;6519.146743;6502.145816;6537.494818;6497.420205;6484.458622;6541.684588;6531.788517;6498.014435;6446.944766;6478.414013;6491.260693;6478.155839;6482.350081;6526.463325;6530.057894;6505.977226;6504.019961;6497.445204;6492.825068;6483.216208;6450.742081;6479.435623;6458.544403;6495.380172;6498.614312;6522.349575;6491.813466;6522.059371;6529.693462;6501.652612;6466.824335;6575.150614;6518.786509;6454.912214;6532.7144;6455.871093;6497.668507;6511.350261;6506.568283;6513.854938;6555.2731;6538.083929;6540.332387;6525.113634;6513.720764;6505.480912;6482.273713;6516.064556;6477.875306;6555.630611;6462.302766;6522.838849;6563.077937;6495.032461;6473.790412;6492.75721;6475.562746;6512.198932;6426.208446;6498.153943;6516.108805;6467.509362;6509.654519
9392;6543.559913;6578.200167;6537.28108;6566.676414;6576.747125;6536.038448;6568.336896;6559.535284;6552.394593;6547.342738;6612.617423;6593.591049;6643.545784;6589.475892;6517.55256;6579.327598;6610.322329;6552.722367;6576.927844;6616.515176;6607.262936;6573.485725;6579.204789;6545.822237;6590.055778;6645.743341;6582.462594;6586.777627;6614.485918;6534.645778;6584.302412;6571.561586;6587.750711;6566.1552;6556.301353;6614.26071;6547.935081;6582.874351;6587.921512;6559.037986;6544.669577;6600.712218;6589.879873;6663.453085;6538.940772;6587.778101;6605.511675;6601.639216;6550.686186;6577.411444;6558.831238;6554.880782;6529.51487;6554.176291;6558.378031;6597.99546;6551.672886;6614.197177;6569.42621;6562.248744;6533.014507;6615.050923;6555.540715;6535.360395;6588.629966;6501.093804;6575.66991;6553.00261;6586.292941;6543.457658;6572.81457;6612.479276;6575.927612;6609.895765;6548.194893;6567.441601;6520.782043;6610.982927;6606.199142;6611.860179;6572.149337;6581.106348;6526.063293;6651.658835;6564.686862;6567.234133;6534.974106;6569.919491;6576.547375;6613.672153;6531.815186;6533.386871;6520.38164;6546.473598;6574.281984;6629.81866;6546.677608;6533.076571;6546.983848;6586.085372
9493;6636.932087;6674.338514;6656.777486;6635.579541;6621.518642;6602.778841;6601.457759;6650.191032;6689.716089;6688.612577;6680.065329;6644.569743;6598.884249;6629.190242;6614.836971;6657.960118;6683.357868;6657.068718;6634.73309;6649.865297;6657.934273;6606.455234;6674.041043;6650.233359;6665.523037;6619.956368;6669.710039;6655.444502;6599.692342;6639.554732;6696.139947;6739.766627;6656.249136;6623.391491;6634.635636;6694.537683;6612.769666;6665.392969;6681.036444;6634.765565;6638.820942;6673.718401;6569.75906;6646.983153;6632.892548;6637.95072;6662.476716;6629.343552;6659.259615;6661.299368;6715.687974;6656.893935;6626.621295;6704.324637;6651.583968;6630.33835;6638.315453;6607.958836;6633.985748;6653.505822;6636.097829;6673.031772;6694.248527;6646.514658;6657.130924;6654.761023;6631.566713;6664.922382;6691.106519;6614.086644;6653.395972;6668.25243;6626.896677;6620.681457;6614.685435;6626.786399;6640.394798;6705.093171;6625.375946;6680.179939;6712.538015;6618.56037;6593.489506;6641.907388;6623.288209;6687.670442;6558.772563;6678.58005;6660.80261;6635.686618;6705.309981;6654.306061;6623.23462;6611.20385;6630.838293;6626.641983;6630.823987;6586.274072;6617.375298;6636.537046
9594;6715.412104;6718.868147;6758.11416;6676.668278;6730.298797;6677.31875;6753.312331;6739.325431;6721.982297;6704.684848;6751.601196;6704.242438;6738.384307;6716.11737;6709.71709;6715.161927;6741.462475;6703.297703;6702.051763;6712.082991;6676.563944;6719.149091;6700.636848;6720.547203;6734.232454;6693.220682;6678.288324;6771.810843;6725.086517;6702.276731;6685.464534;6745.892366;6636.874622;6689.543938;6731.640509;6755.89834;6702.34144;6698.639309;6767.159106;6764.203054;6755.945938;6723.005589;6672.352929;6759.456085;6680.529183;6707.101535;6730.402983;6668.059916;6763.384443;6723.20131;6690.261507;6712.359892;6710.964675;6700.275275;6751.63732;6733.645972;6654.229772;6672.805604;6667.336021;6682.417758;6674.188754;6697.38666;6682.196292;6742.122275;6714.236747;6741.989089;6722.906596;6689.371755;6690.2951;6729.661814;6692.403878;6692.079672;6715.242962;6686.426339;6742.057272;6717.729009;6775.982609;6750.711827;6701.029461;6760.797058;6716.239287;6730.955935;6723.243711;6631.608152;6726.360476;6700.414896;6661.373174;6737.928269;6724.329835;6707.25657;6709.477408;6699.023608;6709.818469;6683.436324;6710.381611;6656.943864;6747.027034;6774.641828;6714.539537;6676.661727
9695;6827.567335;6842.415052;6801.619465;6786.248051;6771.914042;6774.458871;6785.020243;6803.518933;6805.924899;6817.377259;6798.611578;6808.609565;6699.547319;6757.036052;6777.687175;6748.639565;6773.252576;6779.771911;6759.265127;6838.190526;6789.036174;6810.306431;6781.911055;6822.5854;6758.613;6773.027514;6783.943476;6798.137288;6763.878634;6834.577341;6806.534732;6804.316358;6786.905039;6776.976134;6780.115875;6826.672945;6783.061374;6774.919904;6780.894401;6819.303601;6793.171597;6740.116916;6790.204949;6798.05354;6804.00978;6742.446742;6809.105231;6820.263078;6824.932402;6752.935874;6811.048105;6798.758569;6791.938677;6818.712038;6808.5431;6737.972343;6818.074215;6807.309073;6779.23156;6746.304943;6784.665169;6778.248037;6822.127824;6787.965945;6801.905709;6826.018444;6774.033661;6778.627817;6813.408966;6784.140377;6791.743586;6799.641916;6811.697999;6807.395729;6774.214258;6763.822885;6798.643655;6793.067279;6800.202087;6763.449403;6774.768467;6798.726268;6774.976474;6798.640375;6830.419669;6823.702675;6776.128248;6739.457344;6801.509467;6740.245969;6780.965452;6787.327131;6777.16504;6750.681765;6772.24282;6821.966315;6823.477114;6768.298275;6760.096714;6773.767992
9796;6863.27304;6816.681102;6826.914593;6822.247763;6839.748206;6893.258604;6882.987271;6862.379454;6843.143578;6831.818876;6842.95697;6836.788913;6914.628846;6867.168908;6829.298904;6835.710879;6894.679669;6849.258091;6817.253148;6866.137849;6858.124155;6856.483166;6814.851801;6860.603213;6825.285442;6846.343378;6894.591921;6866.367623;6867.534846;6877.926438;6874.814147;6833.064615;6856.706986;6865.423706;6906.200077;6836.527196;6845.619748;6854.770012;6861.317774;6801.184579;6863.681596;6871.155388;6869.466008;6901.992208;6840.550893;6916.066467;6844.86177;6838.675535;6873.502162;6846.564202;6846.26885;6829.71609;6851.11386;6817.228704;6851.766233;6892.955307;6884.992244;6876.651432;6857.718651;6801.414038;6810.478911;6846.04037;6855.179151;6921.48033;6865.894274;6829.935216;6826.449845;6827.165307;6890.438525;6831.363156;6860.628735;6833.603465;6871.98779;6863.40207;6866.285117;6794.00004;6861.371204;6887.456227;6878.858926;6901.526287;6853.465347;6895.210213;6808.601046;6815.03652;6871.181444;6874.724353;6856.112523;6924.393081;6875.667234;6885.276975;6807.126337;6846.015561;6851.145099;6893.283908;6812.085961;6890.452712;6817.187391;6814.226595;6878.694717;6893.341991
9897;6944.913712;6943.589646;6896.363139;6916.885518;6932.64981;6925.164468;6935.421796;6887.674971;6990.61455;6899.709603;6906.288545;6943.155872;6900.769806;6930.986918;6892.829878;6929.609534;6957.95783;6926.905652;6957.153779;6910.358717;6965.507182;6970.22152;6928.715447;6971.697243;6920.51196;6944.806149;6910.576348;6981.415583;6950.060315;6919.460312;6948.218193;6909.547812;6940.764437;6961.76958;6948.745978;6939.229863;6912.531987;6922.022451;6910.89107;6957.69545;6866.324569;6959.458741;6952.921448;6934.030806;6932.586407;6936.415242;6902.465553;6921.289462;6949.780472;6916.122625;6901.974667;6927.801521;6936.955445;6981.670099;6925.247017;6920.036969;6949.567517;6908.516369;6920.334767;6983.43432;6951.592167;6967.855284;6923.124086;6925.635975;6958.351331;6955.56545;7006.566798;6938.763993;6917.400791;6933.502165;6971.779275;6934.46056;6882.477102;6899.849187;6984.94774;6927.707863;6955.149089;6957.098566;6932.441313;6948.575249;6938.773216;6869.096449;6913.010476;6915.50221;6925.130763;6876.386547;6877.78983;6912.200809;6927.6608;6941.176162;6889.449322;6921.673572;6920.390086;6925.280182;6931.893281;6913.985806;6939.023124;6969.495587;6947.636425;6975.719507
9998;6940.722412;7025.466343;7038.660689;7012.488965;6991.830378;6991.399074;6979.840858;7016.495029;6988.849407;6971.935745;6986.90242;7006.646866;6979.226517;7027.620322;7030.901468;6961.071093;6944.706864;6973.752528;6995.000603;6993.756437;7007.379142;6980.654399;6968.188258;7018.607246;7033.397658;6962.86684;6993.802009;6973.603667;7050.103224;6920.314457;7000.039118;7011.48689;6990.050353;6962.073111;6935.592223;7025.078061;6991.701292;6921.857035;6967.246784;7002.369315;6971.241954;7013.453467;7021.143594;6949.020755;7054.445439;7007.74783;7036.309823;7001.841131;7021.219472;7001.906634;6976.744789;7022.092148;6981.868503;6992.714605;7030.980003;6981.905551;6989.741422;7021.634442;6991.302639;7020.973032;7020.816025;7013.391719;6978.361933;6983.991966;6983.725719;7007.591432;7034.848447;7031.522604;6997.640783;7000.638264;7026.065228;6998.597453;7000.184199;6983.655794;6983.866614;6987.268713;7011.469506;6933.923727;7021.247662;6997.067915;6971.744867;7058.62699;7015.987457;7003.214134;6982.285919;7083.11879;6983.487666;7000.482796;7013.398335;7011.479298;6955.752592;6992.997066;7001.332817;7062.214769;6994.670037;6975.428354;7010.719354;6980.861236;6953.140846;6974.025296
10099;7048.84769;7044.391155;7031.148235;7041.77269;7009.084061;7085.235595;7095.218985;7023.990405;7046.912409;7090.865017;7114.482813;7094.865469;7089.696978;7070.872789;7062.228299;7087.183673;7032.027487;7104.348002;7124.223555;7066.017831;7072.221474;7112.539748;7077.018964;7057.609371;7049.907463;7072.095541;7081.501761;7081.98815;7105.543256;7046.891178;7029.485435;7081.731884;7102.770405;7104.886646;7068.514914;7103.15872;7102.963808;7110.598258;7054.995049;7086.354733;7132.314743;7063.276931;6997.588611;7071.341702;7055.84825;7086.647697;7053.374659;7113.314075;7009.577227;7065.495961;7032.303667;7056.184948;7040.84664;7016.198962;7055.086432;7109.292671;7017.951567;7050.474704;7074.089801;7038.217858;7080.325958;7068.612705;7068.087189;7090.59525;7057.910231;7086.266864;7104.972201;7075.737282;7018.330961;7090.329487;7087.009766;7083.802667;7059.667873;7093.189485;7129.302997;7057.506176;7040.905882;7116.483955;7113.031871;7055.263884;7058.144004;7084.534979;7068.290452;7100.49657;7109.827249;7046.63215;7042.079049;7041.470034;7104.085879;7053.649064;7053.332969;7034.594889;7083.2082;7057.773102;7044.467655;7020.578945;7107.994472;7052.153406;7115.416044;7032.729235
